-2.00002,-0.49999
-2.00002,-0.49999
-2.00005,-0.499992
-2.00015,-0.499997
-2.0003,-0.500006
-2.00045,-0.500018
-2.0006,-0.500032
-2.00075,-0.500048
-2.0009,-0.500067
-2.00105,-0.500088
-2.0012,-0.500113
-2.00134,-0.500139
-2.00149,-0.500167
-2.00164,-0.500199
-2.00178,-0.500233
-2.00193,-0.500269
-2.00208,-0.500308
-2.00222,-0.500349
-2.00236,-0.500392
-2.00251,-0.500439
-2.00265,-0.500486
-2.00279,-0.500537
-2.00293,-0.500591
-2.00307,-0.500646
-2.00321,-0.500703
-2.00335,-0.500764
-2.00349,-0.500826
-2.00362,-0.500891
-2.00376,-0.500959
-2.0039,-0.501028
-2.00403,-0.501099
-2.00416,-0.501174
-2.00429,-0.501249
-2.00442,-0.501326
-2.00455,-0.501407
-2.00467,-0.501488
-2.0048,-0.501571
-2.00492,-0.501658
-2.00504,-0.501745
-2.00518,-0.501834
-2.00536,-0.501908
-2.00559,-0.501937
-2.00586,-0.50192
-2.00615,-0.501889
-2.00644,-0.501876
-2.0067,-0.501904
-2.00689,-0.501986
-2.007,-0.502089
-2.0071,-0.502193
-2.00721,-0.502301
-2.00731,-0.502408
-2.00741,-0.502516
-2.00751,-0.502629
-2.00761,-0.502741
-2.0077,-0.502854
-2.00779,-0.502972
-2.00788,-0.503087
-2.00797,-0.503204
-2.00806,-0.503327
-2.00814,-0.503447
-2.00822,-0.503568
-2.00831,-0.503694
-2.00838,-0.503818
-2.00846,-0.503944
-2.00853,-0.504074
-2.00861,-0.504202
-2.00868,-0.504331
-2.00874,-0.504466
-2.00881,-0.504597
-2.00887,-0.50473
-2.00893,-0.504868
-2.00899,-0.505002
-2.00905,-0.505138
-2.00891,-0.504819
-2.00847,-0.503745
-2.00774,-0.501924
-2.00679,-0.499428
-2.00569,-0.496511
-2.00453,-0.493419
-2.00333,-0.490233
-2.00216,-0.48714
-2.001,-0.484048
-1.9998,-0.480861
-1.99864,-0.477769
-1.99747,-0.474678
-1.99628,-0.471493
-1.99512,-0.468408
-1.99396,-0.465343
-1.99278,-0.462178
-1.99162,-0.459089
-1.99046,-0.456005
-1.98928,-0.452863
-1.98815,-0.44986
-1.98701,-0.446859
-1.98582,-0.443723
-1.98465,-0.440642
-1.98348,-0.43756
-1.98228,-0.434385
-1.98111,-0.431302
-1.97994,-0.428219
-1.97873,-0.425042
-1.97756,-0.421959
-1.97639,-0.418874
-1.97521,-0.415749
-1.97392,-0.41222
-1.97244,-0.408052
-1.97076,-0.403289
-1.96912,-0.398616
-1.96748,-0.393944
-1.96592,-0.389524
-1.96465,-0.385937
-1.9636,-0.383004
-1.96261,-0.380314
-1.96159,-0.377501
-1.96049,-0.374455
-1.95933,-0.371254
-1.95821,-0.368149
-1.95709,-0.365051
-1.95595,-0.36188
-1.95483,-0.358788
-1.95372,-0.355698
-1.95259,-0.352571
-1.9515,-0.34956
-1.9504,-0.34653
-1.94924,-0.343352
-1.94811,-0.340256
-1.94698,-0.33716
-1.94582,-0.333969
-1.94469,-0.330872
-1.94356,-0.327774
-1.94239,-0.324582
-1.94126,-0.321483
-1.94013,-0.318383
-1.93897,-0.31519
-1.93784,-0.312089
-1.93671,-0.308988
-1.93554,-0.305793
-1.93441,-0.302691
-1.93328,-0.299588
-1.93211,-0.296391
-1.93098,-0.293287
-1.92985,-0.290183
-1.92857,-0.286669
-1.92713,-0.282726
-1.92555,-0.278363
-1.92386,-0.273665
-1.9222,-0.269049
-1.92055,-0.264441
-1.91888,-0.259803
-1.91736,-0.25555
-1.91598,-0.251607
-1.9147,-0.247904
-1.91355,-0.244528
-1.91249,-0.241372
-1.91141,-0.238153
-1.91036,-0.235029
-1.90931,-0.231904
-1.90823,-0.228684
-1.90718,-0.225558
-1.90612,-0.222432
-1.90504,-0.21921
-1.90399,-0.216082
-1.90294,-0.212954
-1.90186,-0.209731
-1.9008,-0.206602
-1.89975,-0.203472
-1.89867,-0.200247
-1.89761,-0.197116
-1.89656,-0.193985
-1.89548,-0.190758
-1.89442,-0.187626
-1.89337,-0.184494
